pitId,raceId,driverId,stop,lap,duration
880,855,815,1,20,21.655
881,855,4,2,21,21.319
882,855,1,2,21,22.821
883,855,13,2,22,21.214
884,855,5,2,22,21.519
885,855,817,2,22,23.172
886,855,16,2,23,21.337
887,855,816,2,23,22.258
888,855,30,2,24,22.570
889,855,814,2,24,21.964
890,855,155,2,24,22.299
891,855,22,2,24,22.736
892,855,3,2,24,20.665
893,855,24,2,23,24.716
894,855,15,2,24,22.233
895,855,813,2,25,21.075
896,855,20,3,33,21.705
897,855,17,3,34,21.455
898,855,1,3,35,21.292
899,855,814,3,35,21.553
900,855,811,2,35,22.466
901,855,18,3,36,20.998
902,855,13,3,36,21.100
903,855,153,2,36,22.584
904,855,24,3,35,22.631
905,855,4,3,37,20.731
906,855,815,2,37,24.461
907,855,16,3,37,21.839
908,855,22,3,37,21.890
909,855,5,3,37,22.532
910,855,10,3,36,22.877
911,855,15,3,38,22.156
912,855,816,3,37,24.269
913,855,808,2,39,20.832
914,855,817,3,38,22.910
915,855,30,3,41,20.879
916,855,3,3,41,20.809
917,855,813,3,41,21.012
918,856,24,1,1,26.379
919,856,155,1,10,21.623
920,856,22,1,10,21.722
921,856,814,1,11,22.075
922,856,15,1,12,22.441
923,856,18,1,13,20.766
924,856,3,1,13,20.091
925,856,811,1,13,21.163
926,856,5,1,13,21.951
927,856,17,1,14,20.828
928,856,13,1,14,23.642
929,856,808,1,14,21.478
930,856,30,1,14,20.238
931,856,67,1,14,22.098
932,856,1,1,15,20.846
933,856,4,1,15,20.978
934,856,20,1,16,19.985
935,856,16,1,16,24.820
936,856,813,1,16,21.569
937,856,815,1,16,21.225
938,856,10,1,16,22.533
939,856,817,1,16,23.196
940,856,816,1,16,26.905
941,856,153,1,17,22.301
942,856,24,2,16,23.544
943,856,813,2,22,13.984
944,856,155,2,24,25.578
945,856,3,2,27,20.772
946,856,813,3,28,22.035
947,856,811,2,30,21.893
948,856,814,2,31,21.060
949,856,22,2,31,22.347
950,856,1,2,33,20.584
951,856,17,2,33,20.800
952,856,20,2,34,20.170
953,856,18,2,34,20.758
954,856,13,2,34,21.080
955,856,16,2,35,21.916
956,856,67,2,36,21.992
957,856,815,2,36,21.385
958,856,15,2,36,22.851
959,856,4,2,37,20.639
960,856,153,2,37,22.325
961,856,5,2,38,22.669
962,856,816,2,38,22.412
963,856,24,3,38,22.092
964,856,10,2,41,22.481
965,856,817,2,41,22.115
966,856,155,3,42,21.472
967,856,815,3,53,21.971
968,857,815,1,1,22.676
969,857,10,1,1,27.378
970,857,22,1,1,33.650
971,857,15,1,1,40.734
972,857,814,1,2,21.525
973,857,808,1,3,27.137
974,857,16,1,15,21.424
975,857,17,1,16,21.392
976,857,4,1,16,21.873
977,857,1,1,16,22.530
978,857,153,1,16,22.856
979,857,13,1,17,21.848
980,857,3,1,17,21.149
981,857,18,1,18,21.092
982,857,30,1,18,20.893
983,857,67,1,18,22.579
984,857,20,1,19,21.415
985,857,814,2,19,24.150
986,857,5,1,21,22.226
987,857,811,1,22,22.144
988,857,39,1,22,24.046
989,857,816,1,22,22.687
990,857,1,2,24,27.193
991,857,817,1,25,25.074
992,857,15,2,27,22.894
