pitId,raceId,driverId,stop,lap,duration
993,857,13,2,30,14.919
994,857,13,3,31,27.619
995,857,817,2,32,42.529
996,857,808,2,33,22.519
997,857,815,2,34,24.789
998,857,16,2,35,21.977
999,857,22,2,35,22.339
1000,857,17,2,37,21.240
1001,857,4,2,39,21.755
1002,857,814,3,39,20.984
1003,857,5,2,41,22.001
1004,857,3,2,45,22.978
1005,857,1,3,45,22.172
1006,857,18,2,46,21.838
1007,857,153,2,46,23.084
1008,857,20,2,47,21.449
1009,857,30,2,50,21.482
1010,857,39,2,50,23.605
1011,857,811,2,56,21.723
1012,857,816,2,55,22.472
1013,857,15,3,54,24.150
1014,857,817,3,56,28.474
1015,858,811,1,1,20.882
1016,858,815,1,2,24.654
1017,858,155,1,5,19.833
1018,858,13,1,15,20.471
1019,858,153,1,15,43.574
1020,858,1,1,16,19.439
1021,858,4,1,16,20.211
1022,858,18,1,16,20.908
1023,858,16,1,16,20.356
1024,858,30,1,16,19.660
1025,858,5,1,16,21.146
1026,858,17,1,17,25.182
1027,858,3,1,17,19.785
1028,858,15,1,17,20.824
1029,858,808,1,18,20.738
1030,858,22,1,18,24.219
1031,858,817,1,18,21.693
1032,858,811,2,20,20.330
1033,858,24,1,24,21.247
1034,858,813,1,25,20.201
1035,858,10,1,25,21.792
1036,858,814,1,27,20.216
1037,858,815,2,27,19.979
1038,858,813,2,30,12.897
1039,858,155,2,33,23.108
1040,858,22,2,34,20.534
1041,858,17,2,35,20.000
1042,858,153,2,34,21.363
1043,858,18,2,36,20.301
1044,858,16,2,36,20.614
1045,858,811,3,36,12.959
1046,858,808,2,38,19.968
1047,858,1,2,40,19.350
1048,858,5,2,39,20.652
1049,858,13,2,40,20.035
1050,858,30,2,42,20.638
1051,858,817,2,41,23.192
1052,858,4,2,43,21.314
1053,858,15,2,42,20.791
1054,858,10,2,44,20.561
1055,858,3,2,48,19.907
1056,858,17,3,54,19.525
1057,859,30,1,10,25.481
1058,859,811,1,12,21.900
1059,859,808,1,13,21.169
1060,859,16,1,14,21.097
1061,859,18,1,15,22.005
1062,859,4,1,16,20.773
1063,859,1,1,16,21.099
1064,859,3,1,16,20.773
1065,859,22,1,16,21.537
1066,859,20,1,17,20.927
1067,859,814,1,17,20.745
1068,859,813,1,17,21.561
1069,859,5,1,17,22.854
1070,859,17,1,18,20.755
1071,859,811,2,18,14.029
1072,859,67,1,19,22.417
1073,859,815,1,20,22.221
1074,859,816,1,20,21.859
1075,859,817,1,20,23.473
1076,859,13,1,21,21.696
1077,859,155,1,21,25.117
1078,859,153,1,21,22.773
1079,859,24,1,21,22.666
1080,859,10,1,21,22.452
1081,859,15,1,22,22.616
1082,859,811,3,28,23.289
1083,859,808,2,30,23.102
1084,859,18,2,31,21.038
1085,859,16,2,31,20.900
1086,859,5,2,31,22.013
1087,859,1,2,33,20.396
1088,859,30,2,32,20.782
1089,859,22,2,34,22.590
1090,859,4,2,35,20.664
1091,859,17,2,38,20.990
1092,859,20,2,39,20.652
1093,859,814,2,40,21.767
1094,859,3,2,42,20.658
1095,859,67,2,42,22.461
1096,859,816,2,41,23.542
1097,859,817,2,41,22.904
1098,859,15,2,42,21.555
1099,859,155,2,43,21.231
1100,859,1,3,44,20.681
1101,859,815,2,44,21.337
1102,859,13,2,45,21.053
1103,859,16,3,45,21.138
1104,859,808,3,45,21.781
1105,859,24,2,45,22.996
1106,859,153,2,48,21.855
1107,859,811,4,48,22.128
1108,859,5,3,49,21.478
1109,859,18,3,52,21.583
1110,859,30,3,51,21.373
1111,859,4,3,54,20.752
1112,859,22,3,53,21.638
1113,859,17,3,58,20.781
1114,859,20,3,59,22.094
1115,860,811,1,1,24.599
1116,860,817,1,1,32.319
1117,860,13,1,11,22.313
1118,860,3,1,12,23.203
1119,860,4,1,13,22.035
1120,860,155,1,13,25.346
1121,860,814,1,13,24.933
1122,860,17,1,14,23.302
1123,860,5,1,14,24.397
1124,860,18,1,16,23.275
1125,860,20,1,16,24.256
1126,860,813,1,16,23.427
1127,860,1,1,17,22.862
1128,860,808,1,18,24.579
1129,860,8,1,19,24.881
1130,860,818,1,19,23.203
1131,860,10,1,20,26.322
1132,860,819,1,21,25.303
1133,860,817,2,22,23.257
1134,860,815,1,24,23.882
1135,860,13,2,28,22.528
1136,860,811,2,30,23.777
1137,860,3,2,31,23.017
1138,860,814,2,33,24.579
1139,860,4,2,34,21.910
1140,860,5,2,34,24.580
1141,860,18,2,36,22.837
1142,860,1,2,36,23.464
1143,860,155,2,36,24.162
1144,860,819,2,35,48.984
1145,860,20,2,37,24.131
1146,860,17,2,37,22.915
1147,860,813,2,37,23.166
1148,860,8,2,37,23.310
1149,860,818,2,37,23.569
1150,860,10,2,36,25.046
1151,860,13,3,37,22.103
1152,860,5,3,37,28.888
1153,860,817,3,38,24.348
1154,860,811,3,47,30.888
1155,860,819,3,51,17.088
1156,861,815,1,1,25.671
1157,861,811,1,1,31.006
1158,861,814,1,2,23.988
1159,861,13,1,3,24.034
1160,861,10,1,3,25.096
1161,861,819,1,3,29.317
1162,861,18,1,4,24.305
1163,861,4,1,4,24.653
1164,861,807,1,4,23.856
1165,861,817,1,4,25.470
1166,861,808,1,4,24.718
1167,861,5,1,4,32.670
1168,861,1,1,5,24.271
1169,861,17,1,5,24.569
1170,861,20,1,5,25.658
1171,861,3,1,5,25.600
1172,861,813,1,5,25.535
1173,861,8,1,5,27.602
1174,861,155,1,5,28.122
1175,861,30,1,5,24.831
1176,861,811,2,7,26.269
1177,861,18,2,13,25.922
1178,861,3,2,13,25.199
1179,861,8,2,13,24.927
1180,861,155,2,13,26.255
1181,861,37,1,13,15.684
1182,861,808,2,13,29.359
1183,861,10,2,13,25.660
1184,861,811,3,13,24.980
1185,861,1,2,14,27.961
1186,861,4,2,14,22.864
1187,861,17,2,14,26.337
1188,861,13,2,14,24.420
1189,861,814,2,14,22.856
1190,861,813,2,14,21.621
1191,861,30,2,14,24.094
1192,861,817,2,14,24.539
1193,861,5,2,14,25.130
1194,861,815,2,15,24.520
1195,861,20,2,15,24.057
1196,861,818,1,15,24.216
1197,861,807,2,15,23.549
1198,861,819,2,15,36.542
1199,861,39,1,15,36.876
1200,861,18,3,15,36.517
1201,861,813,3,15,23.974
1202,861,37,2,16,38.887
1203,861,5,3,23,34.109
1204,861,18,4,24,23.509
1205,861,817,3,25,22.610
1206,861,3,3,26,23.050
1207,861,13,3,27,23.130
1208,861,817,4,37,23.648
1209,861,39,2,37,27.700
1210,861,13,4,38,26.934
1211,861,5,4,38,23.782
1212,861,17,3,39,23.195
1213,861,814,3,39,22.175
1214,861,811,4,39,23.824
1215,861,30,3,39,22.163
1216,861,813,4,39,23.409
1217,861,3,4,39,23.231
1218,861,18,5,39,23.477
1219,861,808,3,39,30.335
1220,861,10,3,39,25.390
1221,861,4,3,40,22.534
1222,861,819,3,39,32.224
1223,861,20,3,40,22.998
1224,861,8,3,40,25.041
1225,861,818,2,40,23.343
1226,861,807,3,40,23.358
1227,861,155,3,40,23.662
1228,861,37,3,39,28.483
1229,861,815,3,41,24.543
1230,861,1,3,41,26.338
1231,861,20,4,47,25.884
1232,862,4,2,27,20.136
1233,862,8,2,28,21.494
1234,862,818,2,28,23.623
1235,862,5,2,28,22.606
1236,862,811,2,29,21.323
1237,862,808,2,29,22.007
1238,862,807,2,30,21.027
1239,862,5,3,29,37.748
1240,862,20,2,31,21.146
1241,862,154,2,32,25.835
1242,862,37,2,31,23.488
1243,862,814,2,32,21.006
1244,862,813,2,33,21.229
1245,862,817,2,33,22.318
1246,862,39,2,32,23.151
1247,862,3,2,34,20.645
1248,862,17,3,34,20.471
1249,862,815,2,35,22.565
1250,862,10,2,36,21.515
1251,862,819,2,37,23.579
1252,862,1,3,38,20.177
1253,862,4,3,38,20.024
1254,862,155,3,38,21.795
1255,862,18,3,39,26.618
1256,862,13,2,41,20.051
1257,862,818,3,41,22.531
1258,862,819,3,48,13.981
1259,862,17,1,6,20.474
1260,862,155,1,9,21.551
1261,862,20,1,9,21.449
1262,862,807,1,9,32.407
1263,862,8,1,10,21.433
1264,862,1,1,10,20.903
1265,862,808,1,10,21.851
1266,862,18,1,11,20.563
1267,862,154,1,11,21.184
1268,862,814,1,11,20.387
1269,862,813,1,11,21.569
1270,862,818,1,11,22.835
1271,862,30,1,12,21.746
1272,862,4,1,12,20.296
1273,862,811,1,12,21.184
1274,862,5,1,12,22.713
1275,862,3,1,13,21.113
1276,862,815,1,16,23.009
1277,862,39,1,16,24.937
1278,862,817,1,17,21.884
1279,862,37,1,17,23.634
1280,862,13,1,18,20.250
1281,862,10,1,18,21.327
1282,862,819,1,19,22.306
1283,862,17,2,21,20.377
1284,862,1,2,22,20.691
1285,862,18,2,24,20.474
1286,862,155,2,25,21.012
1287,863,5,1,1,25.047
1288,863,817,1,7,25.829
1289,863,18,1,8,23.016
1290,863,13,1,8,23.557
1291,863,3,1,8,22.228
1292,863,1,1,9,28.341
1293,863,17,1,9,22.236
1294,863,4,1,9,22.094
1295,863,815,1,9,23.408
1296,863,811,1,9,23.405
1297,863,30,1,9,21.979
1298,863,807,1,9,22.413
1299,863,37,1,9,24.241
1300,863,154,1,10,23.246
1301,863,818,1,10,22.763
1302,863,808,1,10,23.411
1303,863,10,1,10,23.423
1304,863,39,1,10,25.896
1305,863,20,1,11,22.017
1306,863,8,1,11,22.412
1307,863,813,1,11,22.868
1308,863,819,1,12,24.020
1309,863,5,2,13,23.323
1310,863,814,1,14,22.069
1311,863,155,1,14,22.758
1312,863,807,2,19,22.446
1313,863,815,2,21,23.428
1314,863,39,2,21,25.204
1315,863,18,2,22,22.270
1316,863,3,2,22,22.903
1317,863,13,2,22,21.963
1318,863,37,2,22,23.420
1319,863,17,2,23,22.649
1320,863,1,2,23,30.622
1321,863,4,2,23,23.449
1322,863,813,2,23,22.330
1323,863,30,2,23,22.105
1324,863,808,2,23,23.421
1325,863,817,2,23,22.295
1326,863,10,2,23,29.648
1327,863,8,2,24,22.362
1328,863,811,2,24,22.310
1329,863,20,2,25,22.717
1330,863,154,2,25,22.896
1331,863,818,2,25,23.353
1332,863,5,3,25,23.639
1333,863,155,2,31,25.590
1334,863,814,2,33,22.483
1335,863,39,3,32,26.417
1336,863,3,3,36,21.888
1337,863,1,3,36,23.696
1338,863,807,3,36,22.560
1339,863,18,3,37,22.616
1340,863,4,3,37,23.207
1341,863,815,3,37,22.924
1342,863,30,3,37,22.192
1343,863,13,3,38,21.938
1344,863,811,3,38,22.796
1345,863,817,3,38,22.495
1346,863,5,4,38,23.173
1347,863,20,3,39,21.800
1348,863,8,3,39,22.597
1349,863,17,3,39,21.705
1350,863,10,3,38,22.933
1351,863,808,3,39,23.167
1352,863,37,3,38,24.520
1353,863,154,3,40,22.763
1354,863,818,3,40,22.241
1355,863,39,4,45,24.317
1356,863,155,3,50,24.674
1357,863,18,4,53,23.943
1358,864,815,1,1,21.864
1359,864,17,1,6,20.119
1360,864,20,1,7,19.745
1361,864,155,1,8,22.260
1362,864,3,1,9,20.502
1363,864,18,1,9,20.333
1364,864,814,1,9,19.987
1365,864,4,1,10,19.456
1366,864,154,1,10,20.223
1367,864,30,1,10,20.113
1368,864,818,1,10,20.388
1369,864,13,1,10,20.130
1370,864,807,1,10,20.521
1371,864,808,1,10,24.856
1372,864,37,1,10,22.275
1373,864,813,1,11,20.620
1374,864,8,1,11,19.777
1375,864,817,1,11,21.101
1376,864,39,1,11,21.518
1377,864,5,1,13,21.290
1378,864,1,1,14,21.963
1379,864,10,1,14,21.082
1380,864,819,1,15,20.936
1381,864,17,2,17,24.864
1382,864,815,2,17,21.055
1383,864,807,2,19,20.558
1384,864,37,2,19,22.135
1385,864,3,2,22,20.059
1386,864,39,2,22,22.515
1387,864,814,2,23,21.680
1388,864,818,2,23,22.645
1389,864,813,2,24,20.218
1390,864,18,2,25,21.061
1391,864,817,2,25,20.114
1392,864,4,2,26,20.028
1393,864,154,2,26,21.215
1394,864,155,2,26,20.381
1395,864,10,2,26,20.902
1396,864,8,2,27,21.301
1397,864,20,2,27,19.624
1398,864,5,2,27,22.566
1399,864,819,2,27,21.338
1400,864,13,2,28,13.259
1401,864,808,2,28,23.072
1402,864,13,3,29,19.699
1403,864,20,3,30,13.335
1404,864,1,2,35,19.980
1405,864,37,3,35,21.543
1406,864,815,3,37,28.531
1407,864,18,3,38,19.888
1408,864,807,3,39,20.515
1409,864,817,3,39,20.059
1410,864,3,3,40,20.197
1411,864,17,3,40,20.129
1412,864,818,3,40,20.460
1413,864,813,3,41,22.829
1414,864,155,3,41,21.311
1415,864,20,4,42,26.143
1416,864,814,3,42,19.867
1417,864,4,3,44,20.105
1418,864,5,3,43,21.275
1419,864,808,3,44,21.817
1420,864,13,4,45,22.645
1421,864,8,3,48,20.073
1422,864,10,3,47,20.669
1423,864,154,3,51,21.035
1424,864,37,4,51,21.471
1425,865,155,1,1,28.390
1426,865,808,1,3,39.391
1427,865,818,1,17,26.063
1428,865,3,1,27,24.874
1429,865,17,1,29,25.566
1430,865,1,1,29,25.748
1431,865,8,1,29,26.380
1432,865,807,1,29,26.447
1433,865,811,1,29,26.410
1434,865,39,1,29,27.306
1435,865,4,1,30,25.220
1436,865,5,1,30,26.066
1437,865,10,1,30,25.567
1438,865,13,1,31,24.993
1439,865,819,1,33,27.186
1440,865,30,1,34,25.117
1441,865,815,1,34,25.666
1442,865,814,1,35,25.642
1443,865,18,1,38,25.219
1444,865,815,2,39,19.677
1445,865,817,1,40,25.335
1446,865,20,1,46,25.079
1447,865,10,2,54,36.503
1448,865,818,2,70,26.157
1449,865,5,2,73,31.293
1450,865,39,2,74,26.973
1451,866,13,1,12,21.128
1452,866,814,1,13,21.489
1453,866,30,1,13,21.807
1454,866,18,1,15,21.748
1455,866,20,1,16,21.639
1456,866,818,1,16,22.278
1457,866,1,1,17,21.375
1458,866,17,1,17,21.199
1459,866,817,1,17,21.689
1460,866,5,1,17,21.733
1461,866,808,1,18,21.888
1462,866,4,1,19,21.133
1463,866,3,1,19,21.222
1464,866,154,1,21,21.830
1465,866,807,1,21,24.583
1466,866,811,1,23,22.781
1467,866,155,1,24,21.453
1468,866,10,1,24,25.520
1469,866,819,1,28,23.291
1470,866,813,1,29,22.704
1471,866,18,2,33,21.845
1472,866,3,2,38,21.179
1473,866,8,1,40,21.534
1474,866,815,1,41,21.407
1475,866,807,2,42,23.660
1476,866,5,2,42,21.704
1477,866,30,2,43,22.524
1478,866,818,2,43,23.163
1479,866,808,2,43,21.403
1480,866,814,2,44,21.734
1481,866,818,3,47,14.641
1482,866,1,2,50,22.530
1483,866,17,2,52,21.254
1484,866,18,3,52,21.363
1485,866,13,2,58,21.115
1486,866,817,2,58,21.558
1487,866,20,2,63,22.428
1488,867,18,1,10,20.246
1489,867,815,1,10,21.032
1490,867,13,1,11,20.498
1491,867,819,1,11,31.636
1492,867,5,1,12,21.040
1493,867,1,1,13,19.355
1494,867,808,1,13,20.726
1495,867,155,1,14,23.071
1496,867,8,1,14,21.879
1497,867,813,1,14,21.342
1498,867,807,1,14,21.198
1499,867,817,1,14,21.209
1500,867,37,1,14,23.127
1501,867,4,1,15,19.789
1502,867,39,1,15,22.930
1503,867,20,1,16,20.357
1504,867,154,1,16,20.479
1505,867,818,1,17,21.303
1506,867,30,1,19,20.477
1507,867,17,1,19,20.246
1508,867,3,1,20,20.625
1509,867,155,2,20,25.719
1510,867,811,1,20,28.440
1511,867,814,1,23,20.295
1512,867,811,2,24,14.659
1513,867,815,2,25,20.904
1514,867,808,2,25,21.224
1515,867,18,2,26,19.640
1516,867,13,2,27,20.126
1517,867,5,2,27,24.445
1518,867,154,2,28,23.183
1519,867,1,2,28,31.081
1520,867,4,2,28,20.718
1521,867,8,2,28,21.103
1522,867,813,2,28,21.525
1523,867,807,2,28,20.332
1524,867,808,3,28,21.407
1525,867,20,2,29,20.023
1526,867,37,2,28,23.125
1527,867,819,2,28,22.838
1528,867,39,2,29,26.370
1529,867,13,3,34,39.041
1530,867,817,2,37,22.597
1531,867,17,2,38,20.222
1532,867,39,3,39,14.780
1533,867,30,2,41,20.041
1534,867,3,2,46,20.115
1535,867,808,4,47,30.800
1536,867,13,4,53,20.476
1537,868,819,2,32,26.164
1538,868,17,2,33,25.179
1539,868,813,2,12,33.068
1540,868,13,1,13,25.325
1541,868,8,1,13,25.581
1542,868,819,1,13,26.313
1543,868,17,1,14,25.854
1544,868,811,1,14,25.983
1545,868,818,1,14,26.489
1546,868,4,1,15,25.372
1547,868,3,1,15,25.189
1548,868,155,1,16,26.845
1549,868,807,1,16,26.060
1550,868,18,1,16,25.138
1551,868,817,1,16,25.626
1552,868,39,1,16,29.908
1553,868,10,1,18,26.165
1554,868,1,1,21,24.498
1555,868,154,2,26,25.388
1556,868,37,1,27,27.715
1557,868,1,2,28,25.003
1558,868,817,2,29,25.613
1559,868,5,2,29,26.434
1560,868,811,2,30,26.573
1561,868,20,2,31,25.319
1562,868,18,2,31,24.762
1563,868,818,2,32,26.200
1564,868,814,1,1,32.790
1565,868,154,1,2,34.201
1566,868,20,1,10,25.829
1567,868,813,1,11,25.630
1568,868,815,1,11,25.192
1569,868,30,1,12,25.938
1570,868,5,1,12,26.196
1571,868,8,2,34,25.871
1572,868,30,2,34,25.552
1573,868,13,2,35,25.110
1574,868,807,2,35,25.444
1575,868,39,2,35,27.944
1576,868,4,2,37,24.998
1577,868,155,2,37,39.208
1578,868,3,2,37,33.529
1579,868,10,2,38,25.241
1580,869,13,1,1,23.049
1581,869,811,1,1,47.942
1582,869,154,1,1,32.766
1583,869,1,1,3,21.012
1584,869,818,1,6,18.901
1585,869,814,1,10,17.899
1586,869,8,1,11,18.002
1587,869,807,1,12,18.442
1588,869,17,1,12,18.253
1589,869,3,1,12,18.395
1590,869,813,1,13,19.646
1591,869,5,1,13,19.385
1592,869,30,1,14,18.497
1593,869,808,1,14,19.802
1594,869,815,1,17,18.143
1595,869,4,1,18,17.570
1596,869,18,1,19,17.867
1597,869,817,1,19,18.374
1598,869,10,1,19,21.399
1599,869,20,1,20,17.512
1600,869,37,1,20,19.850
1601,869,819,1,21,17.821
1602,869,155,1,22,18.904
1603,869,39,1,22,19.535
1604,869,13,2,24,19.137
1605,869,154,2,24,20.388
1606,869,811,2,25,18.822
1607,869,818,2,27,18.425
1608,869,807,2,31,18.286
1609,869,5,2,31,18.801
1610,869,1,2,31,17.598
1611,869,3,2,32,17.894
1612,869,808,2,32,18.323
1613,869,30,2,36,17.928
1614,869,8,2,38,17.735
1615,869,813,2,38,19.210
1616,869,817,2,38,17.990
1617,869,814,2,39,17.968
1618,869,18,2,40,16.831
1619,869,815,2,40,18.199
1620,869,17,2,40,17.290
1621,869,4,2,41,17.942
1622,869,20,2,41,17.859
1623,869,10,2,40,18.952
1624,869,154,3,42,22.743
1625,869,155,2,43,19.177
1626,869,819,2,43,19.391
1627,869,5,3,44,19.233
1628,869,818,3,45,19.949
1629,869,807,3,46,18.365
1630,869,37,2,45,20.664
1631,869,13,3,47,19.680
1632,869,1,3,47,18.877
1633,869,39,2,46,19.382
1634,869,811,3,47,18.313
1635,869,3,3,50,18.741
1636,869,808,3,50,18.354
1637,869,30,3,52,18.163
1638,869,5,4,53,28.988
1639,869,813,3,57,18.085
1640,870,30,1,1,21.336
1641,870,30,2,4,13.199
1642,870,155,1,8,20.234
1643,870,818,1,12,20.363
1644,870,817,1,14,20.510
1645,870,18,1,15,19.408
1646,870,807,1,15,20.736
1647,870,813,1,15,20.304
1648,870,811,1,16,20.213
1649,870,3,1,16,20.352
1650,870,814,1,16,20.460
1651,870,20,1,17,19.380
1652,870,4,1,17,19.669
1653,870,5,1,17,20.780
1654,870,1,1,18,20.436
1655,870,13,1,18,19.981
1656,870,808,1,18,21.070
1657,870,39,1,18,21.259
1658,870,154,1,19,22.151
1659,870,10,1,18,21.337
1660,870,8,1,20,20.087
1661,870,17,1,20,19.611
1662,870,819,1,20,20.915
1663,870,815,1,21,20.320
1664,870,37,1,22,22.332
1665,870,818,2,30,19.858
1666,870,30,3,32,20.503
1667,870,18,2,34,19.083
1668,870,817,2,34,19.630
1669,870,808,2,35,20.592
1670,870,5,2,36,21.855
1671,870,20,2,38,19.331
1672,870,814,2,38,20.352
1673,870,154,2,39,20.231
1674,870,17,2,39,19.175
1675,870,807,2,39,20.607
1676,870,1,2,40,19.059
1677,870,819,2,39,21.378
1678,870,3,2,40,20.632
1679,870,155,2,40,20.065
1680,870,39,2,39,22.031
1681,870,813,2,41,19.755
1682,870,10,2,40,20.383
1683,870,811,2,42,20.604
1684,870,37,2,41,21.877
1685,870,4,2,43,19.365
1686,870,13,2,43,19.917
1687,870,8,2,45,19.772
1688,870,18,3,45,20.355
1689,870,818,3,46,19.644
1690,870,815,2,47,20.216
1691,870,817,3,47,20.027
1692,870,808,3,51,20.515
1693,870,813,3,52,13.206
1694,870,17,3,55,19.386
1695,870,5,3,56,20.567
1696,870,20,3,58,18.964
1697,870,818,4,64,19.600
1698,871,37,1,1,29.107
1699,871,155,1,1,27.248
1700,871,813,1,1,21.842
1701,871,155,2,7,21.669
1702,871,814,1,10,21.402
1703,871,8,1,11,20.383
1704,871,17,1,11,20.908
1705,871,10,1,11,22.463
1706,871,817,1,12,20.287
1707,871,13,1,12,20.306
1708,871,808,1,12,25.972
1709,871,807,1,13,22.152
1710,871,5,1,14,52.206
1711,871,39,1,14,23.953
1712,871,818,1,15,20.660
1713,871,37,2,15,25.027
1714,871,811,1,16,21.690
1715,871,819,1,18,21.611
1716,871,30,1,19,21.664
1717,871,18,1,20,19.668
1718,871,3,1,20,21.062
1719,871,20,1,21,20.811
1720,871,155,3,24,22.106
1721,871,10,2,25,20.660
1722,871,814,2,26,21.115
1723,871,808,2,26,21.180
1724,871,807,2,27,20.696
1725,871,17,2,27,20.385
1726,871,13,2,27,21.049
1727,871,37,3,27,22.064
1728,871,5,2,27,21.931
1729,871,8,2,28,20.289
1730,871,817,2,28,21.060
1731,871,39,2,28,22.523
1732,871,818,2,29,21.077
1733,871,30,2,35,20.835
1734,871,3,2,36,20.534
1735,871,811,2,39,22.030
1736,872,10,1,7,28.747
1737,872,813,1,13,22.970
1738,872,3,1,14,22.346
1739,872,30,1,15,22.247
1740,872,8,1,17,21.730
1741,872,5,1,17,22.737
1742,872,819,1,18,24.039
1743,872,13,1,19,22.161
1744,872,808,1,19,22.182
1745,872,20,1,20,22.303
1746,872,4,1,20,21.515
1747,872,155,1,20,22.874
1748,872,17,1,21,21.556
1749,872,814,1,21,22.190
1750,872,18,1,22,23.375
1751,872,37,1,22,23.488
1752,872,1,1,23,20.736
1753,872,39,1,23,31.745
1754,872,817,1,24,21.720
1755,872,811,1,24,22.985
1756,872,807,1,27,22.746
1757,872,816,1,27,21.962
1758,872,815,1,29,22.472
1759,872,10,2,32,22.581
1760,872,20,2,34,15.008
1761,872,813,2,35,21.814
1762,872,819,2,35,22.046
1763,872,30,2,37,22.310
1764,872,3,2,38,21.854
1765,872,5,2,39,21.910
1766,872,808,2,40,22.811
1767,873,10,2,25,32.015
1768,873,5,2,26,30.099
1769,873,17,2,28,29.304
1770,873,813,2,29,30.540
1771,873,4,2,29,29.190
1772,873,155,2,30,30.842
1773,873,808,3,30,30.405
1774,873,37,2,30,32.625
1775,873,817,2,31,29.789
1776,873,8,2,32,29.370
1777,873,20,2,33,31.137
1778,873,18,2,33,29.662
1779,873,819,2,32,30.834
1780,873,814,2,33,30.029
1781,873,3,2,33,29.687
1782,873,154,2,33,31.753
1783,873,813,3,33,30.981
1784,873,30,2,33,30.338
1785,873,811,3,33,30.684
1786,873,13,3,33,29.455
1787,873,17,3,40,29.348
1788,873,807,2,40,30.613
1789,873,815,2,40,30.217
1790,873,808,4,40,41.154
1791,873,37,3,40,44.101
1792,873,5,3,45,30.232
1793,873,155,3,50,36.146
1794,873,807,3,50,34.601
1795,873,808,1,1,36.148
1796,873,13,1,1,31.958
1797,873,17,1,8,29.333
1798,873,20,1,10,29.117
1799,873,811,1,10,30.317
1800,873,4,1,11,29.557
1801,873,30,1,11,30.879
1802,873,817,1,11,30.992
1803,873,1,1,12,29.124
1804,873,814,1,12,31.026
1805,873,3,1,12,29.546
1806,873,818,1,12,30.499
1807,873,5,1,12,30.440
1808,873,813,1,13,30.234
1809,873,8,1,13,29.669
1810,873,10,1,13,30.977
1811,873,18,1,14,30.019
1812,873,154,1,14,32.080
1813,873,155,1,14,30.693
1814,873,819,1,16,30.647
1815,873,807,1,18,30.363
1816,873,815,1,18,30.043
1817,873,37,1,18,33.042
1818,873,808,2,18,30.341
1819,873,13,2,19,29.403
1820,873,39,1,19,32.436
1821,873,818,2,24,29.898
1822,873,811,2,25,30.828
1823,874,154,1,1,32.329
1824,874,811,1,1,27.098
1825,874,17,1,1,32.462
1826,874,154,2,7,29.793
1827,874,18,1,13,20.233
1828,874,8,1,13,20.901
1829,874,807,1,13,21.007
1830,874,814,1,13,21.063
1831,874,155,1,14,20.783
1832,874,819,1,14,21.343
1833,874,815,1,15,21.273
1834,874,39,1,15,23.227
1835,874,1,1,16,21.148
1836,874,813,1,16,21.361
1837,874,811,2,16,21.538
1838,874,20,1,17,20.508
1839,874,13,1,17,20.936
1840,874,817,1,17,21.944
1841,874,30,1,17,20.643
1842,874,37,1,17,26.287
1843,874,5,1,18,22.816
1844,874,818,1,18,22.528
1845,874,808,1,19,21.368
1846,874,10,1,20,20.662
1847,874,811,3,21,14.608
1848,874,154,3,22,21.143
1849,874,17,2,26,20.691
1850,874,8,2,30,21.222
1851,874,155,2,31,20.762
1852,874,1,2,31,19.794
1853,874,807,2,31,21.688
1854,874,819,2,31,42.505
1855,874,814,2,32,21.344
1856,874,813,2,33,21.118
1857,874,817,2,34,21.516
1858,874,811,4,34,21.520
1859,874,18,2,35,21.099
1860,874,818,2,35,21.431
1861,874,13,2,36,20.778
1862,874,30,2,36,20.379
1863,874,20,2,37,20.346
1864,874,37,2,36,22.487
1865,874,10,2,40,21.520
1866,874,5,2,41,22.678
1867,874,808,2,42,21.367
1868,874,808,3,48,14.250
1869,875,155,1,1,33.003
1870,875,155,2,7,13.986
1871,875,1,1,13,19.638
1872,875,807,1,13,22.125
1873,875,154,1,13,21.681
1874,875,30,1,13,20.087
1875,875,818,1,13,20.865
1876,875,5,1,13,21.896
1877,875,17,1,14,19.811
1878,875,13,1,14,20.607
1879,875,8,1,14,20.211
1880,875,817,1,14,20.151
1881,875,811,1,14,21.886
1882,875,808,1,14,22.278
1883,875,10,1,14,22.334
1884,875,20,1,15,19.830
1885,875,4,1,15,19.930
1886,875,814,1,15,20.805
1887,875,819,1,17,21.302
1888,875,815,1,18,24.408
1889,875,39,1,18,22.749
1890,875,813,1,21,21.137
1891,875,1,2,26,20.777
1892,875,814,2,28,20.218
1893,875,154,2,31,20.935
1894,875,10,2,31,20.494
1895,875,17,2,32,19.616
1896,875,807,2,32,20.982
1897,875,30,2,32,20.276
1898,875,811,2,32,22.813
1899,875,808,2,32,21.581
1900,875,815,2,33,20.767
1901,875,5,2,33,21.489
1902,875,4,2,34,20.090
1903,875,817,2,34,20.804
1904,875,20,2,35,19.801
1905,875,13,2,35,20.855
1906,875,8,2,35,21.012
1907,875,819,2,34,22.019
1908,875,818,2,38,21.188
1909,875,1,3,42,19.447
1910,876,818,1,1,25.097
1911,876,30,1,1,25.036
1912,876,815,1,14,21.336
1913,876,815,2,19,24.508
1914,876,18,1,25,21.509
1915,876,811,1,26,22.047
1916,876,39,1,26,24.544
1917,876,8,1,27,21.404
1918,876,3,1,27,21.490
1919,876,813,1,27,22.003
1920,876,817,1,27,22.637
1921,876,13,1,28,21.100
1922,876,807,1,28,21.654
1923,876,814,1,28,23.948
1924,876,819,1,28,22.692
